Team,Rec,Delta,Rat,Pwr,Off,Def,HFA,SoS,Year
F DickinsonNCAA D1,13-200.394,,3526.28,32423.1,25388.44,40311.36,2.8,34923.68,24-25
Ferris StNCAA D2,25-90.735,,3536.28,36221.25,22089.62,4868.34,2.92,43113.88,24-25
Fort Hays StNCAA D2,22-100.688,,3546.27,35921.31,69476.9,10021.12,2.88,40615.03,24-25
W IllinoisNCAA D1,12-190.387,,3556.26,34122.08,45783.56,25815.23,2.84,34723.81,24-25
Lenoir-RhyneNCAA D2,29-60.829,,3566.26,42616.8,27787.9,5955.6,2.84,47112.58,24-25
Alcorn StNCAA D1,12-210.364,,3576.26,35221.66,48882.83,24915.54,2.89,30825.89,24-25
GramblingNCAA D1,12-220.353,,3586.26,31723.42,53081.67,15918.46,2.72,35023.66,24-25
NC PembrokeNCAA D2,25-70.781,,3596.26,34521.81,24488.7,4499.82,2.81,54810.56,24-25
Upper IowaNCAA D2,21-90.700,,3606.25,36321.18,16291.8,5706.09,2.96,40714.99,24-25
WagnerNCAA D1,14-160.467,,3616.24,33722.18,69077.04,8521.85,2.85,36420.8,24-25
StonehillNCAA D1,15-170.469,,3626.23,38719.13,52381.83,31114.01,2.9,35623.05,24-25
FindlayNCAA D2,24-50.828,,3636.22,39418.66,27088.1,5237.26,2.93,54310.73,24-25
MercyhurstNCAA D1,15-160.484,,3646.22,40018.44,56080.87,30314.27,3.01,35822.58,24-25
Southern IndianaNCAA D1,10-200.333,,3656.21,35121.68,38085.3,34413.09,2.85,32524.98,24-25
FL SouthernNCAA D2,26-90.743,,3666.2,38319.34,7395.74,7820.31,2.9,43213.87,24-25
CS FullertonNCAA D1,6-260.188,,3676.2,34621.78,47483.26,25815.23,2.86,15530.74,24-25
IUPUINCAA D1,10-220.313,,3686.2,36820.5,34286.28,41310.93,2.86,29926.49,24-25
HowardNCAA D1,12-200.375,,3696.19,33622.19,22289.56,4669.34,2.87,35423.31,24-25
CS SacramentoNCAA D1,7-250.219,,3706.19,32123.25,50082.48,19117.47,2.93,27327.44,24-25
Rogers StNCAA D2,24-100.706,,3716.18,40717.79,41484.47,44510.03,2.93,40115.16,24-25
Morgan StNCAA D1,14-180.438,,3726.18,37120.23,21989.63,5217.31,2.91,36022,24-25
CS ChicoNCAA D2,24-70.774,,3736.18,40118.34,32187.02,4988.03,2.91,45612.89,24-25
MO St LouisNCAA D2,21-120.636,,3746.18,38919.01,57980.3,25315.41,2.78,38516.37,24-25
Missouri S&TNCAA D2,25-70.781,,3756.18,43416.18,33086.62,5636.27,2.77,43913.55,24-25
NC A&TNCAA D1,7-250.219,,3766.17,35621.34,40184.94,34013.11,2.92,20529.09,24-25
St CloudNCAA D2,20-120.625,,3776.17,40218.27,40584.82,44010.15,2.86,37217.39,24-25
St Mary's TXNCAA D2,20-110.645,,3786.17,39618.61,47783.18,37412.14,2.75,38616.34,24-25
Columbus StNCAA D2,27-50.844,,3796.16,42716.7,47383.27,44110.14,2.81,55310.35,24-25
N MichiganNCAA D2,22-100.688,,3806.16,39518.65,45483.61,38711.74,2.77,41514.64,24-25
NYUNCAA D3,29-20.935,,3816.15,43316.28,54681.2,38411.78,2.74,6643.89,24-25
ULMNCAA D1,7-250.219,,3826.14,35321.62,39185.15,33613.17,2.99,25527.88,24-25
Cent ArkansasNCAA D1,9-240.273,,3836.14,37320.12,37785.4,40111.43,3.05,28826.79,24-25
StetsonNCAA D1,8-240.250,,3846.14,34022.14,27587.94,41510.9,2.9,29526.6,24-25
C OklahomaNCAA D2,19-130.594,,3856.12,35021.69,27687.94,42610.45,2.9,40215.14,24-25
Pittsburg StNCAA D2,18-120.600,,3866.12,38519.14,35985.74,44210.1,2.76,37416.75,24-25
E New MexicoNCAA D2,18-110.621,,3876.12,36920.46,14792.35,6284.82,2.96,41214.77,24-25
St Edward'sNCAA D2,21-130.618,,3886.1,38419.3,28787.75,4918.26,2.87,39415.53,24-25
LynnNCAA D2,21-90.700,,3896.1,39018.89,24888.62,5326.98,2.85,44813.15,24-25
Southern NazareneNCAA D2,23-70.767,,3906.1,40418.07,56580.68,30914.1,2.84,52211.33,24-25
N IllinoisNCAA D1,6-250.194,,3916.08,33422.23,35086.15,35412.78,2.85,27827.06,24-25
SC UpstateNCAA D1,6-260.188,,3926.08,34921.73,24888.62,4509.82,2.92,24428.16,24-25
KY WesleyanNCAA D2,22-80.733,,3936.08,41417.54,41984.43,4489.82,2.9,49312.03,24-25
East Texas A&MNCAA D1,5-260.161,,3946.08,35721.32,44483.83,30514.19,2.84,18129.78,24-25
Lincoln MONCAA D2,23-100.697,,3956.08,40617.81,65478.02,21716.5,2.91,45513.01,24-25
SC AikenNCAA D2,24-90.727,,3966.08,39718.58,33686.39,4768.89,2.76,49911.89,24-25
CS San Bern.NCAA D2,23-120.657,,3976.08,37620.02,38485.25,39811.48,2.81,44913.14,24-25
Trinity CTNCAA D3,30-30.909,,3986.07,42217.14,62479.04,27914.8,2.84,7240.93,24-25
WI Green BayNCAA D1,4-280.125,,3996.05,33322.23,32686.77,37312.16,2.88,16330.43,24-25
New HampshireNCAA D1,8-240.250,,4006.05,37719.88,47283.3,33313.29,2.98,30725.97,24-25
Fairmont StNCAA D2,27-50.844,,4016.05,44115.86,33886.36,5656.21,2.86,5978.49,24-25
Angelo StNCAA D2,17-120.586,,4026.04,40817.78,58380.18,30114.31,2.84,39015.8,24-25
CO MesaNCAA D2,19-100.655,,4036.03,39318.69,45883.55,37911.85,2.78,45013.14,24-25
PaceNCAA D2,24-80.750,,4046.03,41517.53,58880.12,30814.12,2.79,54510.7,24-25
Sioux FallsNCAA D2,16-130.552,,4056.03,40318.23,38585.25,4529.69,2.89,37616.67,24-25
Wayne St NENCAA D2,16-130.552,,4066,41117.6,58780.13,30614.17,2.99,38716.2,24-25
BiolaNCAA D2,22-80.733,,4076,43216.29,41184.65,4858.34,2.76,51111.61,24-25
BellarmineNCAA D1,5-260.161,,4085.99,33922.17,31987.09,38211.78,2.87,28626.85,24-25
LewisNCAA D2,17-110.607,,4095.99,41017.68,38885.2,4689.19,2.87,41014.8,24-25
AdelphiNCAA D2,26-80.765,,4105.99,43816.08,51382.1,42210.68,2.79,55110.46,24-25
Permian BasinNCAA D2,16-130.552,,4115.99,41717.46,44083.89,43210.28,2.81,38416.39,24-25
Wesleyan CTNCAA D3,30-20.938,,4125.98,47813.94,61179.46,40811.2,2.73,7061.7,24-25
MO WesternNCAA D2,18-130.581,,4135.98,42816.62,58480.18,33913.15,3.01,39315.63,24-25
Black Hills StNCAA D2,18-120.600,,4145.97,38619.13,42584.3,39511.55,2.78,44213.42,24-25
West GeorgiaNCAA D1,6-250.194,,4155.97,41617.51,45183.7,42410.51,2.76,22828.51,24-25
WI PlattevilleNCAA D3,26-30.897,,4165.96,44815.53,48483.11,4709.13,2.73,6534.52,24-25
HillsdaleNCAA D2,20-100.667,,4175.96,39918.47,57480.47,28514.71,2.85,52511.24,24-25
AssumptionNCAA D2,22-100.688,,4185.96,43116.3,34686.2,5426.8,2.83,50711.73,24-25
Metro StNCAA D2,19-100.655,,4195.96,42417.06,42784.27,4609.49,2.77,46212.79,24-25
NW NazareneNCAA D2,20-90.690,,4205.95,44715.55,61779.24,34813.01,2.82,46912.6,24-25
Ft LewisNCAA D2,19-120.613,,4215.94,39118.89,28287.86,5067.74,2.68,46512.72,24-25
NJITNCAA D1,6-250.194,,4225.94,39218.75,52881.7,31913.76,2.8,28426.87,24-25
Truman StNCAA D2,17-120.586,,4235.93,44515.7,47683.19,4679.22,2.92,39615.44,24-25
New OrleansNCAA D1,4-270.129,,4245.93,38119.53,30387.45,4788.79,2.98,16830.14,24-25
C WashingtonNCAA D2,22-100.688,,4255.92,44215.8,37385.5,5317,2.86,51811.39,24-25
Le MoyneNCAA D1,9-230.281,,4265.9,40917.73,28587.78,5476.65,2.91,35323.4,24-25
Valdosta StNCAA D2,25-70.781,,4275.9,45914.78,11293.38,875-1.89,2.93,5759.27,24-25
C MissouriNCAA D2,15-150.500,,4285.89,44315.75,82773.93,15618.53,2.98,37516.71,24-25
CitadelNCAA D1,5-250.167,,4295.88,37520.03,49082.77,31213.97,2.82,31125.77,24-25
Alabama A&MNCAA D1,10-220.313,,4305.88,40517.96,39685.04,4569.63,3.05,36321.5,24-25
Augustana SDNCAA D2,12-180.400,,4315.88,39818.57,42684.27,41011.01,2.75,36618.12,24-25
S New HampshireNCAA D2,21-90.700,,4325.87,47314.22,61379.43,39711.49,2.92,51411.55,24-25
Thomas AquinasNCAA D2,25-100.714,,4335.87,44015.89,21089.84,7042.76,2.73,5809.11,24-25
Grand Valley StNCAA D2,16-130.552,,4345.87,41317.56,46383.44,41710.83,2.83,43513.78,24-25
IndianapolisNCAA D2,15-130.536,,4355.86,42516.96,36785.62,4968.05,2.84,41114.8,24-25
Academy of ArtNCAA D2,19-120.613,,4365.86,42117.15,49682.58,40611.27,2.85,49012.08,24-25
HardingNCAA D2,22-100.688,,4375.85,50312.84,42084.42,6135.14,2.81,46712.71,24-25
AugustaNCAA D2,19-120.613,,4385.84,43915.99,36485.67,5307.02,2.94,45912.81,24-25
BentleyNCAA D2,18-100.643,,4395.84,41817.36,39485.08,4738.99,2.91,54410.72,24-25
RockhurstNCAA D2,17-120.586,,4405.83,45814.83,42484.33,5257.21,2.91,43413.83,24-25
Fayetteville StNCAA D2,23-90.719,,4415.82,46714.58,65078.13,33813.16,2.86,5908.7,24-25
MT St-BillingsNCAA D2,21-120.636,,4425.82,47014.47,50782.25,4758.92,2.79,48212.24,24-25
OuachitaNCAA D2,22-90.710,,4435.82,50212.93,45583.59,5736.04,2.89,54210.74,24-25
CS Poly PomonaNCAA D2,18-110.621,,4445.81,46814.49,73976.04,26315.16,2.83,47812.35,24-25
W WashingtonNCAA D2,20-100.667,,4455.81,45515.03,26388.28,6803.46,2.8,54910.51,24-25
CanisiusNCAA D1,3-280.097,,4465.81,38219.48,41884.44,38611.76,2.91,22128.63,24-25
Carson-NewmanNCAA D2,21-120.636,,4475.81,45115.33,15991.88,7890.16,2.85,50111.84,24-25
OK BaptistNCAA D2,18-110.621,,4485.8,45315.16,44583.83,4978.04,2.89,48912.1,24-25
Coppin StNCAA D1,6-240.200,,4495.8,44615.61,62079.13,33513.18,2.9,29326.66,24-25
Lake ErieNCAA D2,19-100.655,,4505.8,46114.77,29087.69,6693.78,2.84,53910.81,24-25
Emmanuel GANCCAA I,21-90.700,,4515.79,43716.08,34886.18,5556.61,2.79,5998.4,24-25
Regis CONCAA D2,18-140.563,,4525.79,49613.15,49582.59,5227.27,2.91,40415.06,24-25
EmoryNCAA D3,23-60.793,,4535.79,46014.78,37285.51,5775.98,2.72,6355.73,24-25
E StroudsburgNCAA D2,21-90.700,,4545.79,43016.4,22489.5,6743.61,2.95,5948.55,24-25
St Martin'sNCAA D2,19-120.613,,4555.78,46514.65,43983.93,5187.43,2.67,50511.77,24-25
Humboldt StNCAA D2,18-110.621,,4565.77,50512.73,48083.16,5626.28,2.71,45413.01,24-25
Col SpringsNCAA D2,17-130.567,,4575.76,47613.99,44683.8,5376.9,2.89,43813.56,24-25
Charleston WVNCAA D2,18-100.643,,4585.76,42916.61,48283.11,43810.21,2.79,5729.38,24-25
Randolph-MaconNCAA D3,24-60.800,,4595.76,42317.11,65777.92,24215.89,2.83,6862.51,24-25
Concordia CANCAA D2,17-120.586,,4605.76,48513.69,58980.08,43010.32,2.78,44713.21,24-25
West ChesterNCAA D2,23-70.767,,4615.76,51212.4,49982.51,5566.59,2.96,6038.29,24-25
Chicago StNCAA D1,4-280.125,,4625.75,41917.32,52781.72,37012.31,2.94,23928.23,24-25
TampaNCAA D2,20-110.645,,4635.75,49313.37,23589.05,7661.02,2.88,50911.7,24-25
SC BeaufortNCAA D2,21-100.677,,4645.75,51812.11,16191.81,904-3.00,2.88,51011.61,24-25
McKendreeNCAA D2,14-140.500,,4655.74,44915.42,51082.18,4469.94,2.82,42114.24,24-25
North GeorgiaNCAA D2,18-140.563,,4665.74,45714.85,56980.53,40911.03,2.73,47712.38,24-25
Thomas MoreNCAA D2,19-110.633,,4675.74,48613.59,60679.56,42010.74,2.69,54110.76,24-25
Virginia StNCAA D2,23-90.719,,4685.74,50112.98,56380.75,4748.93,2.87,6008.39,24-25
Hawaii HiloNCAA D2,19-140.576,,4695.73,46314.69,57180.49,41410.91,2.8,50311.81,24-25
Emporia StNCAA D2,11-180.379,,4705.73,42017.26,45283.66,43110.31,2.96,38116.46,24-25
S ConnecticutNCAA D2,17-110.607,,4715.73,45614.88,43084.1,5167.49,2.84,53011.05,24-25
Dominican NYNCAA D2,21-90.700,,4725.73,49813.13,33786.37,6813.46,2.68,5769.26,24-25
Embry-Riddle FLNCAA D2,17-120.586,,4735.72,44415.74,26088.33,6524.11,2.84,52711.2,24-25
California PANCAA D2,18-120.600,,4745.72,43516.13,24088.92,6643.91,2.98,55210.36,24-25
Washington StLNCAA D3,23-70.767,,4755.72,48313.73,59180.03,42810.4,2.8,6455,24-25
Prairie ViewNCAA D1,5-270.156,,4765.72,41217.56,36585.64,4828.62,2.87,31725.36,24-25
WI LaCrosseNCAA D3,25-60.806,,4775.7,52311.91,52681.75,5396.87,2.82,6385.49,24-25
Wayne St MINCAA D2,15-140.517,,4785.7,47713.97,55780.9,4519.78,2.84,44313.4,24-25
DruryNCAA D2,14-130.519,,4795.7,46614.58,49382.65,4818.64,2.97,44613.24,24-25
AshlandNCAA D2,15-130.536,,4805.69,46214.74,54481.23,43710.21,2.9,48112.28,24-25
MD E ShoreNCAA D1,6-250.194,,4815.68,43616.11,57080.52,37112.29,2.87,35223.49,24-25
Wm JewellNCAA D2,12-160.429,,4825.68,45215.21,58680.14,38111.78,2.81,39815.29,24-25
CatawbaNCAA D2,18-130.581,,4835.68,48013.86,36885.62,6234.95,2.85,50611.73,24-25
CokerNCAA D2,19-100.655,,4845.67,52411.91,5597.55,1036-8.93,2.83,53111.01,24-25
WI ParksideNCAA D2,14-150.483,,4855.66,48213.79,70676.72,31813.77,2.89,42813.97,24-25
Chadron StNCAA D2,15-150.500,,4865.66,48813.54,46283.48,5436.76,2.93,42514.08,24-25
LanderNCAA D2,15-140.517,,4875.66,45015.42,52281.88,43610.25,2.93,50211.82,24-25
Seattle PacificNCAA D2,18-160.529,,4885.66,47414.07,59280,41810.78,2.86,48712.15,24-25
ShepherdNCAA D2,21-110.656,,4895.66,51912.06,86173.06,24815.71,2.93,5749.32,24-25
NE KearneyNCAA D2,12-160.429,,4905.65,51312.35,42884.18,6264.88,2.89,37716.67,24-25
NE OklahomaNCAA D2,14-160.467,,4915.64,48113.84,39984.96,5965.59,2.8,42714,24-25
Palm Beach AtlNCAA D2,17-120.586,,4925.64,49913.11,51282.12,5097.7,2.92,53211,24-25
FlaglerNCAA D2,15-130.536,,4935.63,48713.57,38785.23,6195.04,2.86,48312.24,24-25
IL SpringfieldNCAA D2,12-160.429,,4945.62,47114.45,47883.18,5017.98,2.93,41714.62,24-25
IL WesleyanNCAA D3,24-60.800,,4955.62,52012.01,56680.66,4958.06,2.83,6763.49,24-25
CameronNCAA D2,12-160.429,,4965.61,46914.47,33486.54,6364.64,2.9,41414.69,24-25
ClaflinNCAA D2,20-100.667,,4975.61,51012.45,52081.95,5267.2,2.78,6058.18,24-25
MillersvilleNCAA D2,19-120.613,,4985.6,45415.1,39884.99,5406.82,2.95,6078.1,24-25
Henderson StNCAA D2,17-130.567,,4995.6,51112.45,47983.17,5765.98,2.91,53310.95,24-25
St John's MNNCAA D3,25-40.862,,5005.6,51412.31,58280.25,4798.77,2.79,761-0.45,24-25
MaloneNCCAA II,16-160.500,,5015.6,49413.36,64578.33,38811.74,2.8,47912.32,24-25
ConcordNCAA D2,17-110.607,,5025.6,51512.26,28687.76,7611.21,2.89,55510.3,24-25
ChaminadeNCAA D2,16-110.593,,5035.59,50912.55,32486.87,7192.39,2.91,55910.12,24-25
SW OklahomaNCAA D2,15-130.536,,5045.59,53011.57,65178.13,43910.16,2.86,47312.44,24-25
Arkansas-FSNCAA D2,12-160.429,,5055.59,47913.87,53481.56,4729.02,2.97,43313.86,24-25
NW MissouriNCAA D2,6-220.214,,5065.59,37819.73,58080.3,23316.15,2.82,37317.17,24-25
Ark Pine BluffNCAA D1,6-250.194,,5075.58,46414.68,35385.97,6035.41,2.85,35922.47,24-25
NewmanNCAA D2,15-130.536,,5085.57,56210.03,51682.06,6344.68,2.94,45113.06,24-25
MilesNCAA D2,23-50.821,,5095.56,53711.1,81474.2,32413.6,2.86,7031.8,24-25
Hampden-SydneyNCAA D3,23-60.793,,5105.56,52111.96,55281.12,5147.55,2.78,6932.28,24-25
ChowanNCAA D2,18-100.643,,5115.56,53511.26,39785.02,6992.95,2.85,5868.92,24-25
Trevecca NazNCAA D2,19-100.655,,5125.55,53311.36,46683.38,6324.69,2.82,6068.18,24-25
Texas A&M IntlNCAA D2,13-180.419,,5135.55,50612.72,71976.37,34513.05,2.88,42314.09,24-25
WI LutheranNCAA D3,27-40.871,,5145.54,55810.21,54881.18,5915.73,2.8,780-1.08,24-25
Anderson SCNCAA D2,16-130.552,,5155.54,49213.38,43384.03,5726.06,2.8,5669.78,24-25
TX A&M K'villeNCAA D2,12-180.400,,5165.54,49713.14,58180.27,4579.58,2.95,41914.42,24-25
RedlandsNCAA D3,26-60.813,,5175.54,55710.27,31587.26,810-0.29,2.77,6991.96,24-25
UVA-WiseNCAA D2,18-120.600,,5185.54,5899.1,46983.34,7152.47,2.86,52411.25,24-25
CedarvilleNCCAA,13-160.448,,5195.54,48913.49,51582.08,4938.12,2.91,47412.43,24-25
MO SouthernNCAA D2,11-180.379,,5205.54,47214.25,40684.79,5686.16,2.89,42014.35,24-25
Cal St-LANCAA D2,12-170.414,,5215.53,47514.03,44783.78,5346.95,2.81,44013.55,24-25
Hawaii PacificNCAA D2,15-150.500,,5225.52,52911.66,65378.09,43510.27,2.81,49511.94,24-25
WestmontNCAA D2,13-160.448,,5235.51,50712.68,53681.53,5037.86,2.83,46012.81,24-25
Bemidji StNCAA D2,10-190.345,,5245.5,49113.4,50182.41,5087.7,2.88,39715.36,24-25
MontevalloNCAA D2,20-110.645,,5255.5,5819.4,48782.86,6903.25,2.86,5858.92,24-25
Azusa PacificNCAA D2,12-170.414,,5265.5,49013.47,61879.18,41111,2.93,45812.83,24-25
Lincoln PANCAA D2,18-120.600,,5275.5,54210.9,82074.12,32713.49,2.83,5938.59,24-25
Young HarrisNCAA D2,21-90.700,,5285.48,5659.97,69177.01,4549.67,2.81,6345.76,24-25
TuftsNCAA D3,22-60.786,,5295.48,53211.45,61079.5,4808.65,2.84,7021.82,24-25
RoanokeNCAA D3,25-60.806,,5305.48,54110.95,50882.22,6025.44,2.87,7330.58,24-25
CSU East BayNCAA D2,11-170.393,,5315.47,50412.8,54981.17,4878.34,2.75,43613.6,24-25
WV StateNCAA D2,15-130.536,,5325.47,50812.61,25588.43,7690.89,2.78,5699.55,24-25
Chris NewportNCAA D3,23-60.793,,5335.47,54310.88,55980.89,5466.7,2.8,7161.34,24-25
St AnselmNCAA D2,15-150.500,,5345.46,53111.53,41384.56,6723.68,2.97,52611.21,24-25
Arkansas TechNCAA D2,12-170.414,,5355.46,50013.08,77975.07,28214.72,2.95,48412.23,24-25
Bluefield StUSCAA-1,19-120.613,,5365.46,5869.33,20390,934-3.96,2.81,5739.38,24-25
PostNCAA D2,18-130.581,,5375.45,54010.95,57780.4,5247.26,2.82,5958.53,24-25
VanguardNCAA D2,12-140.462,,5385.45,53411.35,41684.45,6753.6,2.79,49711.93,24-25
WalshNCAA D2,11-150.423,,5395.44,48413.71,52181.92,4838.49,2.9,52311.31,24-25
John CarrollNCAA D3,22-60.786,,5405.44,56110.06,54181.31,6005.46,2.79,6912.36,24-25
Delta StNCAA D2,17-130.567,,5415.44,55910.2,43484.02,7002.89,2.86,5689.55,24-25
Virginia UnionNCAA D2,16-160.500,,5425.44,52611.7,77275.37,34713.04,2.86,55810.14,24-25
Glenville StNCAA D2,17-130.567,,5435.43,55610.3,48583.09,6633.91,2.9,5848.92,24-25
CaldwellNCAA D2,18-110.621,,5445.43,6037.91,63178.85,5895.76,2.85,5819.05,24-25
S ArkansasNCAA D2,12-160.429,,5455.42,52811.69,57380.47,5027.92,2.89,50011.84,24-25
Fresno PacificNCAA D2,13-150.464,,5465.42,5679.94,73376.14,42510.5,2.88,49411.96,24-25
BridgeportNCAA D2,19-130.594,,5475.42,5829.39,31787.19,847-1.09,2.87,5888.85,24-25
NW Oklahoma StNCAA D2,14-150.483,,5485.42,5739.81,52481.81,6314.7,2.88,51311.59,24-25
GuilfordNCAA D3,22-70.759,,5495.41,55310.39,74775.88,40711.22,2.95,7141.43,24-25
S Francisco StNCAA D2,11-180.379,,5505.41,53910.99,67877.42,43310.28,2.95,42614.05,24-25
NewberryNCAA D2,13-170.433,,5515.41,54510.75,62179.13,4888.32,2.95,46612.72,24-25
Westminster UTNCAA D2,13-160.448,,5525.41,53811.06,53781.52,5646.25,2.97,50411.78,24-25
Sonoma StNCAA D2,12-160.429,,5535.41,54610.71,53981.47,5785.95,2.85,46312.74,24-25
CalvinNCAA D3,21-70.750,,5545.41,54910.5,69776.89,42910.32,2.77,7091.56,24-25
WingateNCAA D2,12-150.444,,5555.41,52211.94,38685.24,6853.41,2.81,51611.47,24-25
CSU-PuebloNCAA D2,12-160.429,,5565.41,53611.17,54381.24,5526.63,2.94,48512.2,24-25
Indiana PANCAA D2,14-160.467,,5575.39,51612.24,63478.67,43410.28,2.95,5639.82,24-25
RollinsNCAA D2,16-140.533,,5585.39,55510.35,44883.78,6893.28,2.82,5789.17,24-25
Seton HillNCAA D2,16-140.533,,5595.39,54810.58,61279.45,5047.84,2.76,5799.11,24-25
CatholicNCAA D3,25-60.806,,5605.39,5988.15,65977.9,5336.96,2.69,759-0.37,24-25
CS StanislausNCAA D2,11-200.355,,5615.38,56310.02,66977.62,4719.11,2.86,40515.03,24-25
QuincyNCAA D2,10-180.357,,5625.37,55110.42,51782.06,6175.07,2.99,42414.09,24-25
TrineNCAA D3,21-50.808,,5635.37,55010.43,67577.5,4559.65,2.77,796-1.56,24-25
NM HighlandsNCAA D2,12-170.414,,5645.36,5689.91,40984.73,7371.89,2.89,45712.86,24-25
Lee TNNCAA D2,13-140.481,,5655.36,52511.74,69676.89,39411.56,2.87,5779.23,24-25
Adams StNCAA D2,12-160.429,,5665.36,5699.9,15292.11,972-5.50,2.93,47512.4,24-25
ChicagoNCAA D3,18-80.692,,5675.35,5799.52,73076.16,44310.07,2.73,6633.89,24-25
T JeffersonNCAA D2,16-130.552,,5685.35,52711.7,57680.41,4998,2.84,6196.98,24-25
BarryNCAA D2,12-170.414,,5695.34,5719.85,38185.29,7581.27,2.93,46812.6,24-25
JamestownNCAA D2,17-140.548,,5705.34,5649.99,52981.69,6215.01,2.84,6187.05,24-25
AK FairbanksNCAA D2,14-140.500,,5715.34,5958.33,56480.71,6464.33,2.87,55610.27,24-25
Keene StNCAA D3,23-60.793,,5725.33,5859.33,35885.77,7840.28,2.71,770-0.72,24-25
SE OklahomaNCAA D2,10-180.357,,5735.33,49513.16,31387.28,7102.58,2.99,51211.61,24-25
MenloNCAA D2,11-170.393,,5745.32,54410.87,54581.23,5606.34,2.88,49811.91,24-25
St Thomas TXNCAA D3,26-40.867,,5755.32,6127.54,83273.82,42710.43,2.86,825-2.63,24-25
Slippery RockNCAA D2,15-140.517,,5765.32,5789.52,59779.87,5586.36,2.92,5918.64,24-25
Colorado ChrNCAA D2,13-170.433,,5775.31,5998.07,77475.32,4639.45,2.99,48012.3,24-25
Saginaw ValNCAA D2,10-180.357,,5785.31,54710.71,47583.2,6484.21,2.92,46412.73,24-25
VA WesleyanNCAA D3,22-80.733,,5795.31,5918.88,83373.81,38511.77,2.83,7211.13,24-25
UT TylerNCAA D2,8-200.286,,5805.31,55210.4,72576.27,41610.84,2.88,39915.27,24-25
Oklahoma ChrNCAA D2,10-180.357,,5815.3,5779.57,55880.9,6075.38,2.94,44413.38,24-25
FelicianNCAA D2,14-120.538,,5825.3,5749.81,55381.12,6045.4,2.83,6127.64,24-25
Worcester TechNCAA D3,26-50.839,,5835.28,6167.32,85973.08,41210.95,2.81,828-2.77,24-25
Maryville MONCAA D2,8-200.286,,5845.28,56010.18,50282.4,6394.49,2.75,41614.63,24-25
AK AnchorageNCAA D2,12-190.387,,5855.27,51712.23,72176.35,36212.58,2.83,5829.02,24-25
DenisonNCAA D3,24-40.857,,5865.26,6545.71,77575.28,5297.13,2.88,792-1.35,24-25
New HavenNCAA D2,12-170.414,,5875.25,5769.59,71876.44,4479.86,2.85,55010.49,24-25
BloomfieldNCAA D2,13-140.481,,5885.25,5889.15,36285.71,7900.15,2.79,5878.91,24-25
Union TNNCAA D2,14-170.452,,5895.25,5849.36,55680.94,6145.13,2.81,5719.4,24-25
Trinity TXNCAA D3,22-70.759,,5905.24,6157.38,60579.59,6384.49,2.81,7310.68,24-25
Lock HavenNCAA D2,15-130.536,,5915.24,6057.86,56280.78,6703.78,2.91,6097.91,24-25
Georgia SWNCAA D2,11-180.379,,5925.24,55410.38,44183.88,6923.21,2.85,53510.9,24-25
UC MercedNCAA D2,20-70.741,,5935.24,6426.22,90871.19,38911.73,2.77,7201.18,24-25
West AlabamaNCAA D2,14-150.483,,5945.24,5759.63,81074.39,37811.95,2.95,6157.49,24-25
CarthageNCAA D3,21-70.750,,5955.23,6406.27,54081.42,7491.56,2.82,6962.01,24-25
WI Stevens PtNCAA D3,18-90.667,,5965.23,6217.12,76375.51,4898.32,2.8,6733.64,24-25
DrewNCAA D3,24-40.857,,5975.23,6336.33,41284.61,861-1.57,2.72,842-3.12,24-25
HamiltonNCAA D3,20-70.741,,5985.23,6256.79,67977.4,5696.1,2.93,7001.94,24-25
EdinboroNCAA D2,15-130.536,,5995.23,6008.05,59379.97,6304.78,2.84,6167.35,24-25
WhitworthNCAA D3,22-40.846,,6005.21,6376.29,64078.54,6424.46,2.88,833-2.94,24-25
Gust AdolphusNCAA D3,21-50.808,,6015.21,6575.66,67377.53,6274.84,2.73,775-0.96,24-25
BartonNCAA D2,16-140.533,,6025.21,5928.86,40284.93,7770.64,2.92,6216.52,24-25
KingNCAA D2,19-120.613,,6035.21,6446.17,47083.32,815-0.45,2.8,6335.85,24-25
Bowie StNCAA D2,16-140.533,,6045.2,6655.19,71776.45,6015.46,2.84,5928.62,24-25
Cal LutheranNCAA D3,23-70.767,,6055.2,6436.2,60779.55,6883.35,2.73,7460.04,24-25
East Central OKNCAA D2,10-180.357,,6065.19,5879.26,66177.8,4928.17,2.87,53410.91,24-25
Mt UnionNCAA D3,18-90.667,,6075.19,5938.82,57880.33,6125.2,2.82,7071.66,24-25
St LeoNCAA D2,10-180.357,,6085.18,5669.97,49882.52,6514.15,2.87,54010.8,24-25
Clark AtlantaNCAA D2,19-100.655,,6095.16,6515.85,74875.83,5446.72,2.77,6743.62,24-25
WI Eau ClaireNCAA D3,17-100.630,,6105.16,6326.38,78275,4948.09,2.71,6604.06,24-25
Simon FraserNCAA D2,9-190.321,,6115.16,5968.27,62579.04,5795.94,2.78,49112.07,24-25
NE WesleyanNCAA D3,20-80.714,,6125.16,6197.25,80274.57,4659.39,2.78,7440.19,24-25
Savannah StNCAA D2,18-120.600,,6135.15,6346.33,96269.3,32013.73,2.91,6504.7,24-25
MorehouseNCAA D2,18-130.581,,6145.15,6147.47,67277.54,5516.63,2.66,6524.66,24-25
WoosterNCAA D3,21-70.750,,6155.15,6316.5,65278.11,6165.09,2.79,767-0.63,24-25
Claremont M.S.NCAA D3,20-80.714,,6165.15,6047.87,63578.65,5815.92,2.84,755-0.27,24-25
